cor	gene
0.119	SNAP29
0.119	EIF4ENIF1
0.119	ST13
0.118	NUDC
0.118	ATP2B4
0.118	MAP4K3
0.118	FAM161A
0.118	LSM3
0.118	ZNF445
0.118	SCAP
0.118	PSMD6
0.118	TMEM39A
0.118	SCLT1
0.118	NSD1
0.118	TMED9
0.118	HIVEP1
0.118	SYNCRIP
0.118	TCEAL4
0.118	ARPC5L
0.118	CDCA5
0.118	TFAM
0.118	WAPL
0.118	MINPP1
0.118	ZDHHC6
0.118	RECQL
0.118	CORO1C
0.118	BRAP
0.118	XPO4
0.118	CRTC3
0.118	SNRPA1
0.118	TEDC2
0.118	TUFM
0.118	PSMF1
0.118	DNM2
0.118	SMARCA4
0.118	PKN1
0.118	ZNF429
0.118	SPINT2
0.118	TRIM28
0.118	SYNJ1
0.117	CDK11B
0.117	USP48
0.117	NEK7
0.117	PSMD14
0.117	ORC2
0.117	METTL6
0.117	IP6K1
0.117	CRYBG3
0.117	MCM2
0.117	HNRNPD
0.117	FBXW7
0.117	PRIMPOL
0.117	REV3L
0.117	KDELR2
0.117	ZNF789
0.117	NUP188
0.117	AP002807.1
0.117	PPP6R3
0.117	IDI1
0.117	ZFC3H1
0.117	DDX55
0.117	ZNF26
0.117	CNIH1
0.117	IFT43
0.117	CTDSPL2
0.117	USP7
0.117	VPS35
0.117	SF3B3
0.117	RAD51D
0.117	DNAJC7
0.117	APMAP
0.117	PLAGL2
0.117	RBM39
0.117	BACH1
0.116	EFCAB14
0.116	OSBPL9
0.116	LEPR
0.116	RHOC
0.116	TTF2
0.116	ITGAV
0.116	NOP58
0.116	MLH1
0.116	ATP6V1A
0.116	PIK3R4
0.116	ERGIC1
0.116	PHF3
0.116	ORC3
0.116	MAP3K4
0.116	HSPB1
0.116	TAF2
0.116	GLE1
0.116	SLC35F2
0.116	TCTN1
0.116	NAA25
0.116	DMXL2
0.116	AKAP13
0.116	COG4
0.116	ATXN1L
0.116	CCDC43
0.116	SBNO2
0.116	ZNF738
0.116	KMT2B
0.116	DEPDC5
0.115	PTBP2
0.115	SLC16A1-AS1
0.115	LAPTM4A
0.115	EIF2B4
0.115	AC007388.1
0.115	R3HDM1
0.115	OXTR
0.115	VGLL4
0.115	LARS2
0.115	RPL39L
0.115	SPON2
0.115	STX18
0.115	TRMT44
0.115	RAD50
0.115	KLHL3
0.115	ATF6B
0.115	FASTK
0.115	RLIM
0.115	ACSL4
0.115	AIFM1
0.115	IDS
0.115	MELK
0.115	KIF18A
0.115	ALKBH3
0.115	KLHL42
0.115	USP30
0.115	NRAV
0.115	LTB4R
0.115	SLC39A9
0.115	SYNJ2BP
0.115	YY1
0.115	PKD1
0.115	PAFAH1B1
0.115	KIF1C
0.115	EFTUD2
0.115	TRAPPC8
0.115	ADNP2
0.115	POFUT1
0.115	ZNF430
0.115	ZNF681
0.115	CEP89
0.115	PISD
0.115	CCT8
0.114	MFN2
0.114	TMEM59
0.114	USP33
0.114	SUCO
0.114	STX6
0.114	ERCC3
0.114	COPS7B
0.114	SLC39A8
0.114	GAR1
0.114	MTREX
0.114	SREK1
0.114	ATXN7L1
0.114	ZC3HAV1
0.114	LMBR1
0.114	MORF4L2
0.114	RMDN1
0.114	CPSF7
0.114	PCF11
0.114	AASDHPPT
0.114	NUTM2B-AS1
0.114	RILPL2
0.114	SPART
0.114	ATXN3
0.114	TEX9
0.114	PKMYT1
0.114	TVP23B
0.114	FBXL20
0.114	PRKAR1A
0.114	GPCPD1
0.114	RALGAPA2
0.114	CD93
0.114	L3MBTL1
0.114	XAB2
0.114	DCAF15
0.113	MTF1
0.113	DR1
0.113	PI4KB
0.113	BROX
0.113	WDFY3
0.113	MAP3K7
0.113	TXLNB
0.113	WDR44
0.113	ASPH
0.113	VIRMA
0.113	RNF19A
0.113	MRRF
0.113	SNAPC4
0.113	TBCEL
0.113	YME1L1
0.113	PPHLN1
0.113	FMNL3
0.113	ZNF268
0.113	TUBGCP3
0.113	NEK9
0.113	WARS
0.113	CYP1A1
0.113	AC108134.2
0.113	PIGT
0.113	CABLES2
0.113	ZNF441
0.112	OTUD3
0.112	TCHH
0.112	RC3H1
0.112	DHX9
0.112	DNAH6
0.112	LMAN2L
0.112	MARCH7
0.112	DNPEP
0.112	SEC13
0.112	SH3BP2
0.112	MND1
0.112	NEK1
0.112	LYSMD3
0.112	ANKHD1-EIF4EBP3
0.112	HRH2
0.112	HINT3
0.112	ANKIB1
0.112	LMTK2
0.112	DNAJB6
0.112	KIAA2026
0.112	C9orf3
0.112	ZER1
0.112	IMMP1L
0.112	PCSK7
0.112	RPAP3
0.112	SRSF9
0.112	USP12
0.112	TOX4
0.112	BTBD7
0.112	PKM
0.112	NCOR1
0.112	PIGS
0.112	PHB
0.112	GAA
0.112	RAB22A
0.112	UBA2
0.112	ATF5
0.112	TOB2
0.112	PTTG1IP
0.111	DNAJC11
0.111	FAM228B
0.111	PEX13
0.111	FAM168B
0.111	CERS6
0.111	PTPN23
0.111	ACAP2
0.111	ZNF318
0.111	IBTK
0.111	DOPEY1
0.111	SCAF8
0.111	POR
0.111	TSR2
0.111	TAF1
0.111	THOC2
0.111	FAM91A1
0.111	MFSD14B
0.111	FUBP3
0.111	CTR9
0.111	ANKRD42
0.111	KIF5B
0.111	TFCP2
0.111	ZMYM5
0.111	TPP2
0.111	RDH11
0.111	EHD4
0.111	ZWILCH
0.111	ATF7IP2
0.111	ROCK1
0.111	CEP250
0.111	RAB5IF
0.111	PRPF6
0.111	XRCC1
0.11	SRSF10
0.11	RABGGTB
0.11	AC118549.1
0.11	C1orf52
0.11	ADAM15
0.11	OLA1
0.11	ARL8B
0.11	C3orf62
0.11	SLC41A3
0.11	SEC61A1
0.11	ITGA2
0.11	FBXL17
0.11	JARID2
0.11	CARMIL1
0.11	UBR2
0.11	NUS1
0.11	RSBN1L
0.11	LINC00630
0.11	RBM12B
0.11	RRM2B
0.11	DNHD1
0.11	SUPV3L1
0.11	TUBGCP2
0.11	ATN1
0.11	THAP2
0.11	CEP83
0.11	SETD1B
0.11	HIF1A
0.11	HSP90AA1
0.11	COG7
0.11	XPO6
0.11	EMC6
0.11	CCDC144A
0.11	EPN2
0.11	ARHGEF18
0.11	TFPT
0.109	ZMYM6
0.109	TIMM17A
0.109	TTC13
0.109	GNL3
0.109	SLMAP
0.109	ATR
0.109	DCUN1D1
0.109	PDS5A
0.109	SLAIN2
0.109	SLF1
0.109	DDX39B
0.109	FAM120B
0.109	MBTPS2
0.109	STX17
0.109	AC136475.5
0.109	WASHC4
0.109	DDX51
0.109	RNF111
0.109	HERC1
0.109	C16orf58
0.109	SGK494
0.109	ELP2
0.109	E2F1
0.109	NELFCD
0.109	ZFY
0.109	SLC25A1
0.108	MUL1
0.108	GALE
0.108	SRRM1
0.108	ZSCAN20
0.108	PTPN7
0.108	GALNT2
0.108	POLR1A
0.108	AC108463.3
0.108	RAB3GAP1
0.108	TTN-AS1
0.108	TTLL3
0.108	DCP1A
0.108	SLC25A36
0.108	EXOC1
0.108	DNAJB14
0.108	OTUD4
0.108	AC106791.1
0.108	DDX41
0.108	BTNL9
0.108	ATAT1
0.108	PIP4P2
0.108	TRAPPC9
0.108	TMEM38B
0.108	ANAPC2
0.108	SCYL1
0.108	CCDC84
0.108	NET1
0.108	NUTM2A-AS1
0.108	RRP12
0.108	IKZF4
0.108	PARP2
0.108	FAM98B
0.108	SLC24A1
0.108	FBXO22
0.108	PLA2G15
0.108	FLII
0.108	PHF12
0.108	MYO18A
0.108	GGA3
0.108	PIAS2
0.108	RALGAPB
0.108	KDM4B
0.108	CYTH2
0.108	DGCR2
0.108	PITPNB
0.108	LMF2
0.107	ERI3
0.107	LEPROT
0.107	OTUD7B
0.107	NUP133
0.107	MPHOSPH10
0.107	KCMF1
0.107	RBSN
0.107	USF3
0.107	GOLIM4
0.107	ZNF718
0.107	RAB28
0.107	TMEM161B
0.107	COMMD10
0.107	AARS2
0.107	HSF2
0.107	RSPH3
0.107	DPY19L1
0.107	LIMK1
0.107	PPP2R3B
0.107	SLC25A37
0.107	FCHSD2
0.107	DDIAS
0.107	BMS1
0.107	DGKA
0.107	ACAD10
0.107	TAOK3
0.107	GTF2H3
0.107	NUFIP1
0.107	NAA30
0.107	KIAA0586
0.107	DCAF5
0.107	RANBP10
0.107	ZC3H18
0.107	ACACA
0.107	MBTD1
0.107	RNMT
0.107	ZNF791
0.107	CHERP
0.107	COQ8B
0.106	PGD
0.106	TRIT1
0.106	HS2ST1
0.106	TRMT1L
0.106	CIAO1
0.106	PLEKHB2
0.106	MTERF4
0.106	UBA5
0.106	FAM193A
0.106	JADE2
0.106	LMBRD1
0.106	FAM135A
0.106	NEIL2
0.106	HOOK3
0.106	LRSAM1
0.106	SGPL1
0.106	ZSWIM8
0.106	TCF7L2
0.106	ZDHHC17
0.106	MVK
0.106	BRI3BP
0.106	APH1B
0.106	DPP8
0.106	C16orf72
0.106	SNX29
0.106	HSBP1
0.106	PIGL
0.106	FAM222B
0.106	IDH3B
0.106	SLC9A8
0.106	SS18L1
0.106	ZNF506
0.106	PPP6R1
0.106	RTCB
0.105	ATAD3B
0.105	GDAP2
0.105	PARP1
0.105	TET3
0.105	DDX18
0.105	RPE
0.105	AC007038.1
0.105	XRCC5
0.105	RFT1
0.105	FAM208A
0.105	DZIP3
0.105	ANAPC10
0.105	CWC27
0.105	LNPEP
0.105	HARS
0.105	ICK
0.105	AK9
0.105	WDR27
0.105	HDAC8
0.105	XIAP
0.105	NUDCD1
0.105	DERL1
0.105	SURF6
0.105	CSTF3
0.105	XRRA1
0.105	AGAP4
0.105	TNFRSF1A
0.105	TMTC3
0.105	CDK17
0.105	LRCH1
0.105	ATP6V1D
0.105	LPCAT4
0.105	FAM227B
0.105	ZCCHC14
0.105	ACSF3
0.105	C17orf75
0.105	SAP30BP
0.105	SIRPB1
0.105	ESF1
0.105	ZNF335
0.105	ANO8
0.105	ZNF493
0.105	DPY19L3
0.105	KIAA0355
0.105	LTN1
0.104	MECR
0.104	IGSF8
0.104	PUM2
0.104	ADCY3
0.104	TTC27
0.104	DYNC2LI1
0.104	TIA1
0.104	CYP20A1
0.104	TOP2B
0.104	KLHL18
0.104	CCDC66
0.104	MYH15
0.104	CCDC14
0.104	KPNA4
0.104	MCF2L2
0.104	YEATS2
0.104	TNK2
0.104	MFSD8
0.104	CLPTM1L
0.104	MRS2
0.104	RNGTT
0.104	ZUP1
0.104	REPS1
0.104	SND1
0.104	CNOT4
0.104	TAB3
0.104	ASAH1
0.104	KAT6A
0.104	ZC2HC1A
0.104	RIC1
0.104	CIZ1
0.104	CHID1
0.104	CTNND1
0.104	PATL1
0.104	NUMA1
0.104	ZWINT
0.104	BTAF1
0.104	TRUB1
0.104	AAAS
0.104	USP15
0.104	VRK1
0.104	COPS2
0.104	ATP8B4
0.104	ZNF280D
0.104	ADAM10
0.104	TBC1D2B
0.104	RNF40
0.104	IST1
0.104	NSRP1
0.104	LASP1
0.104	DHX8
0.104	FTSJ3
0.104	CDK5RAP1
0.104	NFKBID
0.104	CLASRP
0.104	PES1
0.104	RBFOX2
0.103	PRKCZ
0.103	CLCN6
0.103	TNFRSF1B
0.103	ELOA
0.103	RAB3GAP2
0.103	TSN
0.103	TMEM43
0.103	KPNA1
0.103	ATP1B3
0.103	NDUFB5
0.103	PHAX
0.103	SMAD5
0.103	CREBRF
0.103	THOC3
0.103	C6orf89
0.103	ELOVL4
0.103	TTK
0.103	AC102953.2
0.103	ZNF273
0.103	ORC5
0.103	MSRA
0.103	GDF6
0.103	WEE1
0.103	CUL2
0.103	SLC25A16
0.103	SAR1A
0.103	ZNF518A
0.103	TBK1
0.103	SSH1
0.103	ZNF664
0.103	COG6
0.103	TMX1
0.103	KATNBL1
0.103	RPAP1
0.103	VPS39
0.103	AP4E1
0.103	WDR73
0.103	EEF2K
0.103	MLYCD
0.103	CASC3
0.103	NT5C3B
0.103	C17orf53
0.103	SLC26A11
0.103	KIF16B
0.103	RNF114
0.103	ZNF576
0.103	ZNF530
0.102	MRTO4
0.102	SELENON
0.102	PIGK
0.102	NOTCH2NL
0.102	SMG5
0.102	DNMT3A
0.102	DNAJB2
0.102	TRAF3IP1
0.102	NAA50
0.102	LMBRD2
0.102	SNX14
0.102	PHF14
0.102	HBP1
0.102	TNPO3
0.102	HMGN5
0.102	RBM41
0.102	RMRP
0.102	EXOSC2
0.102	RAD9A
0.102	RDX
0.102	PPP2R1B
0.102	MDM1
0.102	CNOT2
0.102	FBXO21
0.102	UPF3A
0.102	ABCD4
0.102	TECPR2
0.102	NDN
0.102	PLCB2
0.102	RFX7
0.102	CHD2
0.102	CSNK2A2
0.102	ANKFY1
0.102	ELAC2
0.102	VPS4B
0.102	PLIN3
0.102	GTF2F1
0.102	PIM3
0.101	DDI2
0.101	LUZP1
0.101	PPIH
0.101	SNX27
0.101	ORC4
0.101	HDLBP
0.101	SLC26A6
0.101	VKORC1L1
0.101	FKBP15
0.101	PRPF4
0.101	QSOX2
0.101	HIPK3
0.101	PDHX
0.101	KDM2A
0.101	ZNF37A
0.101	MKI67
0.101	ADIPOR2
0.101	IGFBP6
0.101	CUL4A
0.101	ZNF594
0.101	NPLOC4
0.101	NACC1
0.101	YJEFN3
0.101	ZNF675
0.101	AC092279.1
0.101	ZSCAN18
0.101	HDAC10
0.101	MRPL39
0.101	CHAF1B
0.1	THADA
0.1	INPP5D
0.1	TTC14
0.1	MFSD10
0.1	SH3TC1
0.1	TRIP13
0.1	MIER3
0.1	RASA1
0.1	HNRNPAB
0.1	CPNE5
0.1	TAF8
0.1	KLC4
0.1	XPO5
0.1	CDC5L
0.1	ZNF275
0.1	REEP4
0.1	LRP12
0.1	AGO2
0.1	ZNF782
0.1	CCDC180
0.1	AL359644.1
0.1	OSBP
0.1	AP000766.1
0.1	VWA5A
0.1	C12orf4
0.1	LAG3
0.1	HDAC7
0.1	DEPDC4
0.1	RIC8B
0.1	KCTD10
0.1	RFC5
0.1	SUPT16H
0.1	ACIN1
0.1	TTLL5
0.1	SETD1A
0.1	TLDC1
0.1	UNC119
0.1	SLFN12
0.1	SMG8
0.1	NSFL1C
0.1	ITCH
0.1	B4GALT5
0.1	PIAS4
0.1	ZNF100
0.1	SCAF4
0.099	MIGA1
0.099	NBPF11
0.099	TRAPPC12
0.099	LPIN1
0.099	BUB1
0.099	AC009404.1
0.099	FASTKD1
0.099	ATF2
0.099	SEPT2
0.099	PDE12
0.099	SPICE1
0.099	VPS8
0.099	CENPK
0.099	ARRDC3-AS1
0.099	ENPP4
0.099	CASP8AP2
0.099	ADAT2
0.099	TRIM4
0.099	AC016831.1
0.099	XPO7
0.099	RANBP6
0.099	HACD4
0.099	NPR2
0.099	MED27
0.099	COPB1
0.099	MADD
0.099	AP002360.1
0.099	SIK2
0.099	GTPBP4
0.099	AGAP9
0.099	COX15
0.099	SHOC2
0.099	ZRANB1
0.099	ECHS1
0.099	SLC8B1
0.099	TMED2
0.099	DIS3
0.099	TBC1D4
0.099	ZFYVE26
0.099	UNKL
0.099	ANKS3
0.099	WWP2
0.099	EXOSC6
0.099	ZNF830
0.099	DBF4B
0.099	CBX1
0.099	KDSR
0.099	PPP1R16B
0.099	LMNB2
0.099	CEACAM1
0.099	DMWD
0.099	CD33
0.099	BRD1
0.098	MORN1
0.098	CENPO
0.098	ASXL2
0.098	UNC50
0.098	WDR33
0.098	MCM6
0.098	PPIG
0.098	PLXNA1
0.098	TPRA1
0.098	RASA2
0.098	SSR3
0.098	ALG3
0.098	FYTTD1
0.098	UBE2K
0.098	GUF1
0.098	NADK2
0.098	TNPO1
0.098	SRFBP1
0.098	NEDD9
0.098	MAPK14
0.098	AFG1L
0.098	C7orf50
0.098	MAD1L1
0.098	AC004951.1
0.098	PCLO
0.098	DMTF1
0.098	NCAPG2
0.098	ENTPD4
0.098	BRF2
0.098	STIP1
0.098	ALG9
0.098	CAPRIN2
0.098	RILPL1
0.098	SAV1
0.098	AKT1
0.098	C15orf53
0.098	CDAN1
0.098	NPIPB4
0.098	PALB2
0.098	ZKSCAN2
0.098	KLHDC4
0.098	CYB561
0.098	MAFG
0.098	RPRD1A
0.098	NCOA6
0.098	PIP5K1C
0.098	KHSRP
0.098	ICAM3
0.098	ZNF780B
0.098	IRGQ
0.098	POLD1
0.098	ZNF160
0.098	ZNF280B
0.098	SPECC1L
0.098	AGPAT3
0.097	DNAJC16
0.097	NBPF1
0.097	CDCA8
0.097	CTBS
0.097	TRMT13
0.097	SV2A
0.097	GATAD2B
0.097	RAB13
0.097	TRAF5
0.097	CCSAP
0.097	NOL10
0.097	HADHB
0.097	TYW5
0.097	CDC25A
0.097	FLNB
0.097	QTRT2
0.097	TBC1D14
0.097	ELMOD2
0.097	TMEM192
0.097	P4HA2
0.097	SEPT8
0.097	GEMIN5
0.097	TRIM41
0.097	MTFR2
0.097	RMND1
0.097	RHPN1
0.097	DCAF12
0.097	MTCH2
0.097	DDX10
0.097	FOXRED1
0.097	WAC
0.097	ZNF248
0.097	FAM160B1
0.097	SPATS2
0.097	R3HDM2
0.097	OAS3
0.097	CDK2AP1
0.097	IPO5
0.097	NGDN
0.097	SOS2
0.097	APOPT1
0.097	CATSPER2
0.097	MAP2K4
0.097	MLLT6
0.097	SRSF1
0.097	ARFGAP1
0.097	HAUS8
0.097	DHX34
0.097	DGCR8
0.097	MTMR3
0.097	GGA1
0.097	SLC37A1
0.096	SCMH1
0.096	ATPAF1
0.096	ISG20L2
0.096	FCER1G
0.096	MTR
0.096	MERTK
0.096	RAPH1
0.096	TMEM128
0.096	POLR2B
0.096	INTU
0.096	ELF2
0.096	S100Z
0.096	SAP30L
0.096	HIVEP2
0.096	MPLKIP
0.096	METTL2B
0.096	ARMCX3
0.096	FAM219A
0.096	TUT7
0.096	ZNF510
0.096	GATD1
0.096	CD81
0.096	DHCR7
0.096	TAF3
0.096	USP6NL
0.096	SMC3
0.096	USP5
0.096	CPNE8
0.096	SPRYD4
0.096	MYCBP2
0.096	WDHD1
0.096	AREL1
0.096	ARHGAP11A
0.096	EMC4
0.096	CHRNA5
0.096	KNOP1
0.096	HSDL1
0.096	TAF1C
0.096	SMYD4
0.096	STK35
0.096	HDGFL2
0.096	MYO9B
0.096	ZNF226
0.096	BCL2L12
0.096	MYADM
0.096	LAIR2
0.096	AC005261.1
0.096	DESI1
0.096	C22orf34
0.096	WRB
0.095	RPRD2
0.095	ABL2
0.095	ANGEL2
0.095	PREPL
0.095	GORASP2
0.095	LNPK
0.095	NUP35
0.095	TOMM70
0.095	AC097103.2
0.095	ECT2
0.095	KLHL6
0.095	AC139887.2
0.095	SPCS3
0.095	MRPS30-DT
0.095	TMEM161B-AS1
0.095	SIL1
0.095	RPL26L1
0.095	SIMC1
0.095	GTF2H4
0.095	CCHCR1
0.095	TRERF1
0.095	C6orf163
0.095	BUD31
0.095	AHCYL2
0.095	SLC35B4
0.095	GALNT11
0.095	IMPAD1
0.095	GOLGA1
0.095	RAPGEF1
0.095	AMBRA1
0.095	RBM4B
0.095	C11orf80
0.095	TAF1D
0.095	NKAPD1
0.095	NSUN6
0.095	AC006064.4
0.095	PLEKHA5
0.095	BICD1
0.095	AC011603.2
0.095	PAN3
0.095	ALG11
0.095	SLTM
0.095	DIS3L
0.095	TXNDC11
0.095	USP10
0.095	SUZ12
0.095	TXNL1
0.095	PABPC1L
0.095	GNA11
0.095	ZNF844
0.095	MAP1S
0.095	ZNF737
0.095	ZNF626
0.095	ZNF730
0.095	MARK4
0.095	IFT27
0.095	NCAPH2
0.094	KCNAB2
0.094	PUM1
0.094	TCEANC2
0.094	MRPL37
0.094	ANKRD13C
0.094	RGS5.1
0.094	HSD11B1
0.094	ACBD3
0.094	ERLEC1
0.094	MTIF2
0.094	RNF103
0.094	SSFA2
0.094	NGLY1
0.094	SRPRB
0.094	ACOX3
0.094	NCAPG
0.094	RNF44
0.094	MAML1
0.094	CNOT6
0.094	RREB1
0.094	ZNF322
0.094	CD2AP
0.094	ELOVL5
0.094	ULBP2
0.094	FOXK1
0.094	PON2
0.094	UBE2H
0.094	ACTR3C
0.094	ASMTL
0.094	GK
0.094	BAG4
0.094	MTDH
0.094	AZIN1
0.094	DCAF13
0.094	CTNNAL1
0.094	PSMB7
0.094	RRP8
0.094	AP002495.2
0.094	NOC3L
0.094	FAM204A
0.094	PAN2
0.094	COX6A1
0.094	NHLRC3
0.094	CARS2
0.094	LINC02256
0.094	INO80
0.094	MAPK8IP3
0.094	AC008741.2
0.094	FUK
0.094	AC093484.3
0.094	MBD1
0.094	NDUFAF5
0.094	ZNF426
0.094	DDX49
0.094	DYRK1B
0.094	PPM1F
0.094	ACO2
0.094	RUNX1
0.093	EFHD2
0.093	SF3A3
0.093	UTP11
0.093	ZNHIT6
0.093	EIPR1
0.093	STRN
0.093	MTX2
0.093	TRANK1
0.093	B4GALT4
0.093	PEX3
0.093	PAXIP1
0.093	ZMAT1
0.093	OCRL
0.093	MRPS28
0.093	PPP1R16A
0.093	VCP
0.093	FANCG
0.093	TOR1B
0.093	TOR1A
0.093	GTF3C4
0.093	ATG2A
0.093	SEC24C
0.093	RAB11FIP2
0.093	RBM19
0.093	PIBF1
0.093	CDC16
0.093	SEC23A
0.093	EXD2
0.093	ALDH6A1
0.093	DGLUCY
0.093	ASB2
0.093	PTPN9
0.093	FAM234A
0.093	CMTR2
0.093	PELP1
0.093	OSBPL7
0.093	CANT1
0.093	ZNF407
0.093	ZNF334
0.093	ADNP
0.093	NCLN
0.093	SAFB
0.093	RNASEH2A
0.093	TIMM50
0.093	ZNF677
0.093	ZNF587
0.093	CRKL
0.093	DYRK1A
0.092	HP1BP3
0.092	PRPF3
0.092	NUF2
0.092	PPP1R12B
0.092	RRP15
0.092	ARV1
0.092	CPSF3
0.092	SELENOI
0.092	TRMT61B
0.092	AC083949.1
0.092	GGCX
0.092	COL7A1
0.092	TMEM115
0.092	RPP14
0.092	LRCH3
0.092	CENPC
0.092	AP1AR
0.092	NNT-AS1
0.092	PTCD2
0.092	AP3B1
0.092	ATG10
0.092	KIF3A
0.092	LARS
0.092	RNF8
0.092	CYB5R4
0.092	TBC1D32
0.092	MIOS
0.092	PNPLA8
0.092	BCLAF3
0.092	LAS1L
0.092	ESCO2
0.092	UBE2V2
0.092	UBE2W
0.092	MRPL13
0.092	MROH6
0.092	CREB3
0.092	CTTN
0.092	CEP126
0.092	SEC61A2
0.092	SGMS1-AS1
0.092	IFIT3
0.092	MARCH5
0.092	PPRC1
0.092	SLK
0.092	CLSTN3
0.092	SMARCD1
0.092	CTDSP2
0.092	POLR3B
0.092	AC055713.1
0.092	GCH1
0.092	VIPAS39
0.092	TUBGCP5
0.092	DNAJA3
0.092	UBALD1
0.092	NUDT21
0.092	WWOX
0.092	CENPN
0.092	DPH1
0.092	TMEM94
0.092	NAPG
0.092	CTDP1
0.092	ZNF512B
0.092	HOOK2
0.092	OPA3
0.092	SCAF1
0.092	IRF3
0.092	PPP1R12C
0.092	ZNF551
0.092	FOXRED2
0.092	CYB5R3
0.092	AP001347.1
0.092	GART
0.091	INTS11
0.091	AURKAIP1
0.091	NOL9
0.091	RCC2
0.091	PINK1-AS
0.091	CEPT1
0.091	NRAS
0.091	LAMB3
0.091	CNOT11
0.091	MRPS9
0.091	TGFBRAP1
0.091	UBP1
0.091	MAP4
0.091	TFG
0.091	RYK
0.091	UVSSA
0.091	CCDC152
0.091	JMY
0.091	TTC37
0.091	FAM13B
0.091	KDM3B
0.091	STK19
0.091	IQCE
0.091	PLEKHA8
0.091	WASL
0.091	DRP2
0.091	GDI1
0.091	NSMAF
0.091	KIF24
0.091	FAM120AOS
0.091	GTF3C5
0.091	ARFIP2
0.091	CD59
0.091	MINDY3
0.091	FOXJ2
0.091	RIMKLB
0.091	STRAP
0.091	ARID2
0.091	ATF7
0.091	VSIG10
0.091	ANKRD10
0.091	RAB2B
0.091	RNF31
0.091	KIAA0391
0.091	BAG5
0.091	CSNK1G1
0.091	TSPAN3
0.091	ATXN2L
0.091	CFAP20
0.091	KIAA0895L
0.091	GALNS
0.091	ABR
0.091	COX10
0.091	UPF1
0.091	ZNF814
0.091	FBXO7
0.091	SON
0.09	ICMT
0.09	SH3GLB1
0.09	TRIM33
0.09	TENT5C
0.09	AL359915.2
0.09	AC245297.3
0.09	XPR1
0.09	RNASEH1
0.09	SPAST
0.09	ACYP2
0.09	FBXO48
0.09	C2orf49
0.09	GFM1
0.09	MUC20
0.09	ZNF518B
0.09	PAQR3
0.09	WDR41
0.09	LINC01184
0.09	SPDL1
0.09	UHRF1BP1
0.09	LYRM2
0.09	QKI
0.09	POLR2J2
0.09	FAM3C
0.09	KIF13B
0.09	NSMCE2
0.09	TRUB2
0.09	ZMYND19
0.09	SIRT3
0.09	ZBED5
0.09	TIMM10
0.09	DPP3
0.09	ACER3
0.09	SUV39H2
0.09	AL450311.2
0.09	AGAP5
0.09	APAF1
0.09	ACACB
0.09	GPN3
0.09	MOK
0.09	IVD
0.09	DNAJA4
0.09	DCUN1D3
0.09	LINC02076
0.09	ERAL1
0.09	C18orf54
0.09	RBM38
0.09	ZNF121
0.09	URI1
0.09	ZNF347
0.09	NDUFV3
0.089	NPHP4
0.089	MTHFR
0.089	CROCC
0.089	SNRNP40
0.089	TTC4
0.089	ALG14
0.089	IQGAP3
0.089	PLEKHA3
0.089	SP140L
0.089	TRNT1
0.089	NEK4
0.089	CKMT2-AS1
0.089	FNIP1
0.089	CD164
0.089	AOAH
0.089	TAF6
0.089	AGK
0.089	PHF8
0.089	EXTL3
0.089	IKBKB
0.089	RNF38
0.089	C11orf95
0.089	POLA2
0.089	C2CD3
0.089	ARHGAP12
0.089	AP3M1
0.089	ACADSB
0.089	NCKAP5L
0.089	STAT2
0.089	SLC35E3
0.089	PRDM4
0.089	ZNF605
0.089	GPALPP1
0.089	VCPKMT
0.089	SOCS4
0.089	CAPN15
0.089	BBS2
0.089	VPS4A
0.089	RABEP1
0.089	GOSR2
0.089	USP32
0.089	KIF3B
0.089	ACSS2
0.089	CTNNBL1
0.089	TMEM259
0.089	DAPK3
0.089	ZNF544
0.089	ZNF70
0.089	APOL1
0.089	SBF1
0.088	FBXO42
0.088	YTHDF2
0.088	GPBP1L1
0.088	WNT2B
0.088	DCAF6
0.088	CD46
0.088	WDR35
0.088	ITSN2
0.088	AGBL5
0.088	STAM2
0.088	HAT1
0.088	MFSD6
0.088	CPS1
0.088	TRAK1
0.088	UMPS
0.088	ZXDC
0.088	CAMK2D
0.088	TMA16
0.088	EXOC3
0.088	HNRNPA0
0.088	BTN2A2
0.088	SUN1
0.088	PMS2
0.088	RCC1L
0.088	PHTF2
0.088	RBM48
0.088	SMIM30
0.088	KLHDC10
0.088	ZC3HAV1L
0.088	PCMTD1
0.088	ATP6V1C1
0.088	ZFP41
0.088	DENND1A
0.088	MRPS2
0.088	TRIM66
0.088	RAB38
0.088	R3HCC1L
0.088	FBXW4
0.088	C10orf88
0.088	SCAF11
0.088	PTGES3
0.088	MED13L
0.088	AL138963.3
0.088	GPR180
0.088	PIP4P1
0.088	MBIP
0.088	XRCC3
0.088	MTA1
0.088	MAPKBP1
0.088	BRICD5
0.088	AC009093.2
0.088	ATMIN
0.088	SPAG5
0.088	SYNRG
0.088	USP36
0.088	SMAD2
0.088	PTPRA
0.088	JAG1
0.088	TASP1
0.088	SEC23B
0.088	TPD52L2
0.088	C19orf81
0.087	ZCCHC17
0.087	ORC1
0.087	SELENOF
0.087	DDX20
0.087	NBPF9
0.087	SETDB1
0.087	SPATA17
0.087	NVL
0.087	URB2
0.087	MSH2
0.087	SAP130
0.087	CNOT9
0.087	ZNF621
0.087	DAG1
0.087	RBM5-AS1
0.087	GMPS
0.087	NFXL1
0.087	FRYL
