cor	gene
0.131	CABLES2
0.13	ICMT
0.13	SYF2
0.13	CLSPN
0.13	COA5
0.13	METTL8
0.13	MLH1
0.13	NCBP2-AS2
0.13	SLBP
0.13	SAR1B
0.13	CSNK1A1
0.13	MTHFD1L
0.13	BRAT1
0.13	RAD9A
0.13	PTS
0.13	MXI1
0.13	CPNE8
0.13	HNRNPA1
0.13	KRR1
0.13	GLTP
0.13	PPIP5K1
0.13	TSPAN3
0.13	MRPS11
0.13	BCL7C
0.13	ELP5
0.13	UTP6
0.13	DNAJC7
0.13	STAU1
0.13	SLC39A3
0.13	MEGF8
0.13	XPNPEP3
0.129	NOL9
0.129	MRPS9
0.129	RUVBL1
0.129	PPM1L
0.129	ZFR
0.129	SIL1
0.129	PRKRIP1
0.129	NOP2
0.129	ARL6IP4
0.129	ARHGAP5
0.129	RPP25
0.129	PHKB
0.129	RPL19
0.129	PDRG1
0.129	TOP1
0.129	UBE2L3
0.129	RHBDD3
0.129	MCAT
0.129	ALG12
0.128	P3H1
0.128	LAMTOR2
0.128	C1orf35
0.128	B3GNT2
0.128	SUCLG1
0.128	RANBP2
0.128	MFF
0.128	QDPR
0.128	TMEM165
0.128	COPS4
0.128	GATB
0.128	TARS
0.128	RAI14
0.128	PRKAR1B
0.128	VKORC1L1
0.128	IFT22
0.128	HAUS6
0.128	BAG1
0.128	API5
0.128	P4HA1
0.128	NUP58
0.128	SEL1L
0.128	DUT
0.128	GLYR1
0.128	DEF8
0.128	HAUS8
0.127	PITHD1
0.127	SRSF11
0.127	MSH2
0.127	MTX2
0.127	PPP1R7
0.127	IL17RE
0.127	C5orf15
0.127	SFT2D1
0.127	PLPP5
0.127	TMEM70
0.127	UBAC1
0.127	CD81
0.127	PC
0.127	RNF121
0.127	NCAPD3
0.127	ANKRD16
0.127	CISD1
0.127	COX14
0.127	ANKRD52
0.127	STRN3
0.127	GTF2A2
0.127	ZWILCH
0.127	TELO2
0.127	TSC2
0.127	NOMO1
0.127	HOXB7
0.127	PPAN
0.126	CSDE1
0.126	NENF
0.126	FASTKD2
0.126	GMPPB
0.126	RRP9
0.126	MTREX
0.126	C6orf203
0.126	TBL2
0.126	CALU
0.126	UBE2V2
0.126	RBM4B
0.126	CORO1B
0.126	MRPL51
0.126	ATG101
0.126	MED6
0.126	DHX38
0.126	TMEM241
0.126	CFAP298
0.126	PDXK
0.125	KHDRBS1
0.125	C1orf131
0.125	SH3BP5L
0.125	DPY30
0.125	TEX264
0.125	QTRT2
0.125	UBA5
0.125	GUF1
0.125	POLR2B
0.125	GLE1
0.125	SSNA1
0.125	CUEDC2
0.125	NUFIP1
0.125	TPP2
0.125	ARL16
0.125	PIGU
0.125	VAPB
0.124	C1orf52
0.124	TTF2
0.124	CCSAP
0.124	GPATCH11
0.124	DYNC2LI1
0.124	LMAN2L
0.124	UNC50
0.124	DNAJB2
0.124	COPS7B
0.124	CAPN7
0.124	KIAA0232
0.124	SCOC
0.124	RAB2A
0.124	LACTB2
0.124	TERF1
0.124	TOP1MT
0.124	LMX1B
0.124	SWI5
0.124	NTMT1
0.124	TMEM134
0.124	FAM216A
0.124	DDX51
0.124	GOLGA3
0.124	MTA1
0.124	JPT2
0.124	GINS3
0.124	SMG8
0.124	PIGT
0.124	ASF1B
0.124	UBA52
0.124	ZNF93
0.124	CYB5R3
0.123	PRPF38A
0.123	PRDX6
0.123	MZT2A
0.123	BZW1
0.123	HARS
0.123	LARP1
0.123	MAGED1
0.123	UTP14A
0.123	PRPF4
0.123	ALKBH3
0.123	SCYL1
0.123	KIN
0.123	ABRAXAS2
0.123	DNM1L
0.123	ANAPC7
0.123	PSMC6
0.123	ERG28
0.123	FBLN5
0.123	NDUFB1
0.123	DDX19A
0.123	DPH1
0.123	RPL23A
0.123	NF1
0.123	C17orf53
0.123	SRP68
0.123	YDJC
0.123	MIEF1
0.122	SLC16A1-AS1
0.122	YIPF4
0.122	PSMD14
0.122	TRIP12
0.122	TMEM115
0.122	BAG6
0.122	NOM1
0.122	QSER1
0.122	NDUFC2
0.122	RRP12
0.122	APOPT1
0.122	KATNBL1
0.122	ETFA
0.122	EIF4A3
0.122	OXLD1
0.122	DDRGK1
0.122	ATP13A1
0.122	PDCD2L
0.122	EDDM13
0.122	DGCR6L
0.121	CDCA8
0.121	CTPS1
0.121	MPHOSPH10
0.121	SMPD4
0.121	RPUSD3
0.121	NUP54
0.121	SLC30A5
0.121	REEP5
0.121	RACK1
0.121	SLC38A5
0.121	APIP
0.121	PPFIA1
0.121	IFT46
0.121	POLR3A
0.121	EIF3A
0.121	RNF6
0.121	RNF219
0.121	AVEN
0.121	IMP3
0.121	EIF3C
0.121	NOB1
0.121	EXOSC6
0.121	GLOD4
0.121	NXT1
0.121	HDGFL2
0.121	HDHD5
0.121	PPP6R2
0.12	NRDC
0.12	THAP4
0.12	IQCB1
0.12	PARL
0.12	TRIM27
0.12	MDN1
0.12	BLVRA
0.12	PSMC2
0.12	DUS4L
0.12	RBM10
0.12	MFSD14C
0.12	DPP7
0.12	DNHD1
0.12	SAR1A
0.12	RILPL2
0.12	IDH3A
0.12	DYNC1LI2
0.12	CRK
0.12	MPDU1
0.12	SCO1
0.12	TTLL12
0.12	ATXN10
0.119	PMVK
0.119	C1orf198
0.119	GEN1
0.119	GEMIN6
0.119	ORMDL1
0.119	EMC3
0.119	CDV3
0.119	MAEA
0.119	DAP
0.119	IPO11
0.119	TWISTNB
0.119	TAF10
0.119	PRMT3
0.119	ARFGAP2
0.119	C11orf95
0.119	CDC123
0.119	ATAD1
0.119	FAM204A
0.119	CNOT1
0.119	TERF2
0.119	TIMM22
0.119	UTP18
0.119	PITPNC1
0.119	TRMT6
0.119	NAA20
0.119	CSTF1
0.119	USE1
0.119	NR2C2AP
0.119	MTFP1
0.119	RBFOX2
0.119	ITSN1
0.119	NDUFV3
0.118	ISG20L2
0.118	URB2
0.118	TMEM214
0.118	C2orf74
0.118	POLR2D
0.118	RAB3GAP1
0.118	CHPF
0.118	SETD2
0.118	AIMP1
0.118	HDAC3
0.118	PHIP
0.118	TMEM242
0.118	TYW1
0.118	DNAJC2
0.118	VBP1
0.118	UBAP2
0.118	TMEM38B
0.118	MRRF
0.118	CSTF3
0.118	DIXDC1
0.118	TAF3
0.118	SFSWAP
0.118	POMT2
0.118	MOK
0.118	NIPA2
0.118	AQR
0.118	SEC11A
0.118	WDR90
0.118	MIS12
0.118	DRG2
0.118	NT5C3B
0.118	TACO1
0.118	FECH
0.118	FDX2
0.117	COG2
0.117	MMADHC
0.117	RAD18
0.117	RPP14
0.117	MED28
0.117	LPCAT1
0.117	MYOM2
0.117	REEP4
0.117	REXO4
0.117	TAF1D
0.117	CHCHD1
0.117	YARS2
0.117	TESC
0.117	SPRYD7
0.117	BRMS1L
0.117	SNHG10
0.117	USP10
0.117	PITPNA
0.117	TMEM11
0.117	NSRP1
0.117	PSMD11
0.117	DDX52
0.117	ITPA
0.117	POP4
0.117	SERTAD3
0.117	CERK
0.116	SLC25A33
0.116	NFIA
0.116	EVI5
0.116	FH
0.116	CEP170
0.116	ERLEC1
0.116	SEPT2
0.116	GFM1
0.116	SMC4
0.116	FBXW7
0.116	TTK
0.116	ATP6AP2
0.116	CCNQ
0.116	PPP1R16A
0.116	GTF3C5
0.116	BX255925.3
0.116	ATP6V0A2
0.116	ALDH6A1
0.116	ALG1
0.116	ELAC2
0.116	NLE1
0.116	MED24
0.116	RECQL5
0.116	TPD52L2
0.116	C19orf70
0.116	ELOF1
0.116	BRD4
0.115	PRCC
0.115	DESI2
0.115	AHCTF1
0.115	NBAS
0.115	FAM98A
0.115	MORN2
0.115	RPS27A
0.115	ANKRD36
0.115	MFSD10
0.115	HSD17B4
0.115	SRFBP1
0.115	DDX41
0.115	UBE3D
0.115	METTL2B
0.115	UBE2A
0.115	IFT74
0.115	TOR1A
0.115	PPME1
0.115	ANKRD42
0.115	SDHD
0.115	RPS24
0.115	NDUFB8
0.115	PRDX3
0.115	COX5A
0.115	ZCCHC14
0.115	TCF25
0.115	METTL16
0.115	NUP88
0.115	YES1
0.115	NDUFA7
0.115	CARM1
0.115	URI1
0.115	SNAP29
0.115	SF3A1
0.114	ATP5IF1
0.114	ZCCHC17
0.114	RABGGTB
0.114	WDR77
0.114	EIF2D
0.114	TOP2B
0.114	RBM15B
0.114	PYURF
0.114	DDX39B
0.114	HBS1L
0.114	ABCF2.1
0.114	TSPYL2
0.114	PTP4A3
0.114	SPINDOC
0.114	XRRA1
0.114	ARCN1
0.114	IKZF4
0.114	IKBIP
0.114	CENPJ
0.114	TTC8
0.114	PSME3
0.114	HGS
0.114	SIRT6
0.114	WDR83
0.114	CCDC130
0.114	SIN3B
0.114	BLVRB
0.114	ZNF576
0.114	NOP53
0.114	BCAT2
0.114	PISD
0.114	PFKL
0.113	NDC1
0.113	ZNF326
0.113	LY9
0.113	MTIF2
0.113	TIMMDC1
0.113	FIP1L1
0.113	GSTCD
0.113	GALNT7
0.113	NADK2
0.113	MOCS2
0.113	LYSMD3
0.113	RSPH3
0.113	GGCT
0.113	ZNF736
0.113	ARF5
0.113	HUWE1
0.113	ESRP1
0.113	CEMIP2
0.113	CIZ1
0.113	WEE1
0.113	PFKP
0.113	RNF10
0.113	SLTM
0.113	TIPIN
0.113	RPGRIP1L
0.113	HERPUD1
0.113	BIRC5
0.113	ELP2
0.113	HAUS1
0.113	GINS1
0.113	CDC34
0.113	TNPO2
0.112	VAMP3
0.112	TMEM222
0.112	JTB
0.112	PYCR2
0.112	NUP133
0.112	RPIA
0.112	MRPS5
0.112	CBWD2
0.112	IFT57
0.112	EEFSEC
0.112	COMMD2
0.112	NAA15
0.112	SAP30
0.112	DIMT1
0.112	ERGIC1
0.112	ORC5
0.112	SYPL1
0.112	CNOT7
0.112	MAF1
0.112	INIP
0.112	STXBP1
0.112	AKIP1
0.112	POLR2G
0.112	HSPA14.1
0.112	IDE
0.112	ISCU
0.112	EP400
0.112	EDC3
0.112	RNPS1
0.112	C17orf75
0.112	COASY
0.112	FTSJ3
0.112	MCM8
0.112	ARFGAP1
0.112	NFKBIB
0.112	PPP5C
0.112	DDT
0.112	MT-CO1
0.111	INTS11
0.111	SDHC
0.111	LAMB3
0.111	TXNDC9
0.111	SCFD2
0.111	RPL37
0.111	TMED7
0.111	HINT3
0.111	SYAP1
0.111	RRS1
0.111	TRAM1
0.111	NUP188
0.111	KIF1BP
0.111	NRAV
0.111	HECTD1
0.111	SNW1
0.111	RPAP1
0.111	SPNS1
0.111	DHX33
0.111	TRMT2A
0.111	SLC19A1
0.11	PEX14
0.11	FOXJ3
0.11	CLCC1
0.11	DDX20
0.11	TEX261
0.11	SMIM4
0.11	MND1
0.11	PAIP1
0.11	CWC27
0.11	RIOK2
0.11	LINC01184
0.11	WDR46
0.11	APTR
0.11	HIPK2
0.11	AKAP17A
0.11	DNAJC25
0.11	TSC1
0.11	RBM4
0.11	RCE1
0.11	FRA10AC1
0.11	BAG3
0.11	OAT
0.11	KLHL42
0.11	PUS7L
0.11	RBM25
0.11	BAG5
0.11	HYPK
0.11	CENPT
0.11	SUPT4H1
0.11	RAD51C
0.11	REXO1
0.11	HMG20B
0.11	TNNT1
0.11	GGA1
0.11	CBY1
0.109	DNAJC11
0.109	MRPS14
0.109	FAM168B
0.109	MAIP1
0.109	RIOX2
0.109	NSA2
0.109	SRP19
0.109	PBX2
0.109	COX19
0.109	RB1CC1
0.109	SURF2
0.109	DDIAS
0.109	C11orf1
0.109	DDX50
0.109	PLEKHA5
0.109	LLPH
0.109	ZNF664
0.109	FBRSL1
0.109	ZC3H13
0.109	CCNK
0.109	WDR73
0.109	TFAP4
0.109	NUDT21
0.109	E2F4
0.109	MON1B
0.109	BECN1
0.109	NPEPPS
0.109	DGKE
0.109	NR2F6
0.109	SAE1
0.109	ATF4
0.109	TOB2
0.109	RRP1B
0.108	EXOSC10
0.108	WDR3
0.108	IPO9
0.108	EIPR1
0.108	WDR75
0.108	ABI2
0.108	IDH1
0.108	PLXNA1
0.108	TMEM192
0.108	MRPS27
0.108	PRRC2A
0.108	C7orf26
0.108	YKT6
0.108	TMED4
0.108	POR
0.108	BRI3
0.108	NEFL
0.108	GGH
0.108	CPSF1
0.108	CREB3
0.108	ELP1
0.108	AC124798.1
0.108	TRPT1
0.108	MASTL
0.108	RAD51AP1
0.108	KNTC1
0.108	AC124312.1
0.108	EEF2KMT
0.108	GABARAPL2
0.108	GOSR1
0.108	AC015813.1
0.108	LRRC45
0.108	ATRN
0.108	ATP5F1D
0.108	RANGAP1
0.108	URB1
0.108	WRB
0.107	CCNL2
0.107	DCLRE1B
0.107	HAX1
0.107	GPATCH4
0.107	DLX1
0.107	BCS1L
0.107	RYK
0.107	ANXA6
0.107	HSPA1A
0.107	FBXO9
0.107	USP9X
0.107	NDUFA1
0.107	VIRMA
0.107	CENPP
0.107	CCDC90B
0.107	ARL3
0.107	PWP1
0.107	SART3
0.107	ACAD10
0.107	ERP29
0.107	BRI3BP
0.107	EEF1AKMT1
0.107	PRR22
0.107	FBXL12
0.107	ILF3
0.107	HPS4
0.107	RRP7A
0.106	CEP104
0.106	ATPAF1
0.106	DAP3
0.106	H3F3A
0.106	SMIM37
0.106	CYBRD1
0.106	STAG1
0.106	SLC30A9
0.106	ADH5
0.106	ICE1
0.106	ADAMTS6
0.106	WDR36
0.106	MRPS18A
0.106	COL12A1
0.106	TNRC18
0.106	CBX3
0.106	SNHG15
0.106	ZDHHC9
0.106	RPL30
0.106	CTSD
0.106	ZNF408
0.106	ALDH18A1
0.106	CEP83
0.106	GCN1
0.106	KPNA2
0.106	RNMT
0.106	PFDN4
0.105	CDK11A
0.105	MFN2
0.105	MPZL1
0.105	REV1
0.105	RAB5A
0.105	NT5DC2
0.105	CFAP97
0.105	HMGXB3
0.105	TAF11
0.105	ZNF316
0.105	GTF2I
0.105	CLDN15
0.105	ARHGEF35
0.105	PPP2R3B
0.105	FNTA
0.105	HSF1
0.105	CBWD5
0.105	RPLP2
0.105	ZNHIT2
0.105	RPP38
0.105	SEC23IP
0.105	NABP2
0.105	AL132780.2
0.105	PARN
0.105	CDIPT
0.105	ZC3H18
0.105	KIF1C
0.105	C17orf51
0.105	TMEM199
0.105	ACACA
0.105	MED1
0.105	FOXK2
0.105	RBFA
0.105	AAR2
0.105	SLC2A4RG
0.105	GPR108
0.105	TRMT1
0.105	PGLS
0.105	ZNF544
0.105	TRMU
0.104	PINK1
0.104	GTF2B
0.104	UBQLN4
0.104	COPA
0.104	TSEN15
0.104	MAP3K20
0.104	ACSL3
0.104	IP6K2
0.104	WFS1
0.104	MPC1
0.104	RAC1
0.104	YAE1D1
0.104	CYREN
0.104	JPX
0.104	FAM3A
0.104	MAK16
0.104	SGK3
0.104	UNC13B
0.104	POMT1
0.104	MED19
0.104	AGAP6
0.104	LDB1
0.104	OGFOD2
0.104	ANKLE2
0.104	PARP2
0.104	TOX4
0.104	CES2
0.104	GEMIN4
0.104	TAF15
0.104	HOXB6
0.104	CCDC57
0.104	TM9SF4
0.104	SCAND1
0.104	PPDPF
0.104	ADGRE1
0.104	CC2D1A
0.104	PLEKHF1
0.104	NFKBID
0.104	PPP2R1A
0.104	TMPRSS3
0.103	ST7L
0.103	HAT1
0.103	NEK4
0.103	MYLK-AS1
0.103	UTP3
0.103	UTP15
0.103	MCUR1
0.103	DHX16
0.103	APOM
0.103	NELFE
0.103	MAP3K7
0.103	PCMT1
0.103	FIS1
0.103	SLC35B4
0.103	ABCB8
0.103	POLA1
0.103	DECR1
0.103	SLC27A4
0.103	RRP8
0.103	C11orf74
0.103	YAP1
0.103	ARHGAP21
0.103	TIMM23B
0.103	AP3M1
0.103	KMT2D
0.103	LTA4H
0.103	TPCN1
0.103	DHX37
0.103	OXA1L
0.103	RABGGTA
0.103	SNAPC1
0.103	NSMCE3
0.103	METTL22
0.103	EDC4
0.103	NIP7
0.103	PFAS
0.103	ZSWIM7
0.103	SOCS7
0.103	DSTN
0.103	C19orf24
0.103	GTF2F1
0.103	PNPLA6
0.103	AKT1S1
0.103	SREBF2
0.103	MT-ND3
0.102	PHF13
0.102	TARDBP
0.102	CTTNBP2NL
0.102	GMCL1
0.102	DGUOK
0.102	USP37
0.102	MRPS25
0.102	CTNNB1
0.102	PCNP
0.102	LETM1
0.102	C5orf24
0.102	POM121C
0.102	MEPCE
0.102	EBAG9
0.102	PUF60
0.102	PPP6C
0.102	KRAS
0.102	MAPKAPK5
0.102	SNRNP25
0.102	MRPL28
0.102	FLYWCH2
0.102	INO80E
0.102	PLA2G15
0.102	EPN2
0.102	TMEM99
0.102	ATP5PD
0.102	POFUT1
0.102	YJEFN3
0.102	CHAF1B
0.101	USP1
0.101	CERS2
0.101	RAB4A
0.101	HADHA
0.101	POLR1A
0.101	DLX2
0.101	BOD1L1
0.101	HNRNPDL
0.101	PRRC1
0.101	CSNK2B
0.101	FAM126A
0.101	TBXAS1
0.101	RBMX
0.101	URM1
0.101	FUBP3
0.101	EXOSC2
0.101	FBXW5
0.101	CELF1
0.101	CPSF7
0.101	IGFBP6
0.101	POLR3B
0.101	CHGA
0.101	TRMT61A
0.101	NEO1
0.101	LUC7L
0.101	NTHL1
0.101	PPP4C
0.101	SETD1A
0.101	HSDL1
0.101	ZNHIT3
0.101	DUSP3
0.101	EMILIN2
0.101	NFS1
0.101	EEF1A2
0.101	HSCB
0.1	SLC45A1
0.1	SLC30A6
0.1	GFPT1
0.1	ANKRD36B
0.1	ORC4
0.1	DPH3
0.1	IP6K1
0.1	IFRD2
0.1	PDIA5
0.1	ACTL6A
0.1	SMN1
0.1	YIPF5
0.1	NUDCD2
0.1	TCEAL4
0.1	RIDA
0.1	C8orf76
0.1	NAA35
0.1	TEX10
0.1	ECPAS
0.1	GOLGA2
0.1	PAXX
0.1	NPDC1
0.1	EXT2
0.1	OSBP
0.1	MARCH5
0.1	ZNF511
0.1	USP5
0.1	UBE2N
0.1	C12orf73
0.1	PSMD9
0.1	MICU2
0.1	ARID4A
0.1	MORF4L1
0.1	WDR24
0.1	DCTN5
0.1	UBE2G1
0.1	AATF
0.1	TUBG1
0.1	TBKBP1
0.1	WDR45B
0.1	POLR3F
0.1	RTF2
0.1	PIAS4
0.1	MLLT1
0.099	RCC2
0.099	ELOA
0.099	GALE
0.099	AK4
0.099	PIP5K1A
0.099	HEATR1
0.099	KHK
0.099	MERTK
0.099	TNIP2
0.099	SPCS3
0.099	TBC1D9B
0.099	CPNE5
0.099	RRP36
0.099	FIGNL1
0.099	DNAJB6
0.099	EIF2S3
0.099	CDKN2A
0.099	LIN7C
0.099	PACSIN3
0.099	ZDHHC5
0.099	TKFC
0.099	MAP4K2
0.099	FAU
0.099	TMEM126A
0.099	MYOF
0.099	RBM19
0.099	DPH6
0.099	DNAJA4
0.099	PRSS21
0.099	NAGPA
0.099	TXNL4B
0.099	OVCA2
0.099	PAFAH1B1
0.099	EFTUD2
0.099	PCNA
0.099	SPPL2B
0.099	CLEC11A
0.099	PIGP
0.098	PLOD1
0.098	MTX1
0.098	ADAM17
0.098	DHX57
0.098	LIMS1
0.098	PLEKHB2
0.098	RNF25
0.098	EIF4E2
0.098	COPS8
0.098	RAD54L2
0.098	CIP2A
0.098	MXD4
0.098	SPDL1
0.098	SLC29A1
0.098	TXLNB
0.098	MIOS
0.098	PSMA2
0.098	NEIL2
0.098	NDUFAF6
0.098	MTAP
0.098	FAM206A
0.098	TMEM203
0.098	PDHX
0.098	ESRRA
0.098	POLA2
0.098	ANKRD26
0.098	PPRC1
0.098	EEA1
0.098	EXOSC8
0.098	CHRNA5
0.098	C16orf58
0.098	CSNK2A2
0.098	AC005726.1
0.098	AFMID
0.098	ENTPD6
0.098	RPS15
0.098	ERCC2
0.097	SPEN
0.097	MTF2
0.097	PHGDH
0.097	HNRNPU
0.097	FEZ2
0.097	CNOT11
0.097	IMP4
0.097	ZC3H15
0.097	POLR2H
0.097	DROSHA
0.097	SMIM15
0.097	SLC12A2
0.097	UBE2B
0.097	LYRM4
0.097	ZBTB2
0.097	DNAAF5
0.097	STYXL1
0.097	KRIT1
0.097	COPG2
0.097	FBXO25
0.097	HGSNAT
0.097	ZDHHC21
0.097	PHRF1
0.097	SBF2
0.097	GPR137
0.097	PDSS1
0.097	DNAJB12
0.097	DLG5
0.097	CHD4
0.097	ZNF768
0.097	CHTF8
0.097	TAF1C
0.097	PIEZO1
0.097	ANKRD11
0.097	DDX42
0.097	WBP2
0.097	USP36
0.097	UBXN6
0.097	FEM1A
0.097	ZNF331
0.097	ZNF579
0.097	EWSR1
0.097	CARD10
0.097	U62317.3
0.097	YBEY
0.096	CDC20
0.096	GLRX2
0.096	YOD1
0.096	COA6
0.096	SMYD3
0.096	AGBL5
0.096	PEX13
0.096	FASTKD1
0.096	NFE2L2
0.096	ISY1
0.096	DHX15
0.096	REST
0.096	SDAD1
0.096	PELO
0.096	PFDN1
0.096	RPS14
0.096	YIPF3
0.096	MRM2
0.096	MSRA
0.096	LSM1
0.096	ERLIN1
0.096	SHTN1
0.096	LLPH-DT
0.096	CPSF6
0.096	PSPC1
0.096	CARS2
0.096	DCAF4
0.096	NPRL3
0.096	MAP2K4
0.096	LINC02001
0.096	GPATCH8
0.096	TANC2
0.096	BCAS4
0.096	RAD23A
0.096	GTPBP3
0.096	ZNF714
0.096	SUPT5H
0.096	CTU1
0.096	UBE2S
0.096	PI4KA
0.096	SAMM50
0.095	MTOR
0.095	RPA2
0.095	TRMT13
0.095	PI4KB
0.095	POGK
0.095	E2F6
0.095	BCL11A
0.095	ANAPC1
0.095	IWS1
0.095	THUMPD3-AS1
0.095	CRTAP
0.095	RBM6
0.095	KPNA4
0.095	EIF2B5
0.095	LARP1B
0.095	PGRMC2
0.095	TRAPPC13
0.095	NLN
0.095	G3BP1
0.095	CNOT6
0.095	RIOK1
0.095	ABT1
0.095	BCKDHB
0.095	CASP8AP2
0.095	TXLNG
0.095	BRMS1
0.095	CCAR1
0.095	CCNT1
0.095	CD63
0.095	PNP
0.095	TRAV9-1
0.095	GNPNAT1
0.095	RNF40
0.095	CISD3
0.095	METTL2A
0.095	NAT9
0.095	TMEM205
0.095	AC011447.3
0.095	SEPT5
0.095	ZNF280B
0.095	PAXBP1
0.094	PPCS
0.094	ODR4
0.094	CEBPZOS
0.094	RMDN2
0.094	MTA3
0.094	PREPL
0.094	RHOQ
0.094	BTLA
0.094	SLC41A3
0.094	AC084036.1
0.094	ATP13A3
0.094	ANAPC4
0.094	NUP43
0.094	SOD2
0.094	SUV39H1
0.094	TCEA1
0.094	CTSL
0.094	SLC31A1
0.094	ODF2
0.094	EIF1AD
0.094	DPP3
0.094	NAA25
0.094	COQ5
0.094	DIS3
0.094	APEX1
0.094	WARS
0.094	XRCC3
0.094	FAM174B
0.094	ZNF598
0.094	SF3B3
0.094	SLC7A5
0.094	RPA1
0.094	CENPV
0.094	CBX8
0.094	ENDOV
0.094	AL034549.1
0.094	COLGALT1
0.093	RERE
0.093	ZBTB40
0.093	TXLNA
0.093	ORC1
0.093	LRP8
0.093	AC118549.1
0.093	RNPC3
0.093	TMEM9
0.093	PIGF
0.093	NFU1
0.093	CHCHD5
0.093	EIF1B
0.093	LZTFL1
0.093	ANAPC13
0.093	LIAS
0.093	COMMD8
0.093	SRD5A3
0.093	ERCC8
0.093	GTF2H2
0.093	GFM2
0.093	TMEM14B
0.093	DNAJC30
0.093	AC004922.1
0.093	SMIM30
0.093	NUP205
0.093	ZNF706
0.093	KLHL9
0.093	INPP5E
0.093	ZPR1
0.093	LARP4B
0.093	HIF1AN
0.093	EDRF1
0.093	UBL7
0.093	FANCI
0.093	FAM234A
0.093	DDX28
0.093	CYB5B
0.093	NKIRAS2
0.093	ACTR5
0.093	C22orf34
0.093	WDR4
0.092	SARS
0.092	S100A13
0.092	RYR2
0.092	BAZ2B
0.092	HIGD1A
0.092	AC097103.2
0.092	GAK
0.092	UVSSA
0.092	KLHL8
0.092	FAM173B
0.092	THG1L
0.092	LY6G5C
0.092	RNF8
0.092	FAM229B
0.092	GNA12
0.092	CUX1
0.092	GTPBP6
0.092	PCM1
0.092	TNFRSF10D
0.092	RAD54B
0.092	POLR1E
0.092	MFSD14B
0.092	NCBP1
0.092	PTGR1
0.092	SPOUT1
0.092	DLAT
0.092	ARF3
0.092	BAZ2A
0.092	MIPEP
0.092	UFM1
0.092	DHRS4
0.092	EAPP
0.092	NEK9
0.092	RCOR1
0.092	ZFYVE21
0.092	TP53BP1
0.092	ICE2
0.092	VPS53
0.092	TOP3A
0.092	SNX5
0.092	YTHDF1
0.092	POLRMT
0.092	DDA1
0.092	MN1
0.091	MTF1
0.091	CCDC18
0.091	KCTD3
0.091	AL391832.2
0.091	PRADC1
0.091	MRPL35
0.091	ANKRD36C
0.091	USP40
0.091	CNOT10-AS1
0.091	ARAP3
0.091	GTF3C6
0.091	ABRACL
0.091	BZW2
0.091	RALA
0.091	EPHB6
0.091	GPR107
0.091	DPH7
0.091	FAR1
0.091	CTNND1
0.091	TMEM223
0.091	RPAP3
0.091	ACTR6
0.091	ARL1
0.091	USP30
0.091	RBM26
0.091	CUL4A
0.091	DIS3L
0.091	KCTD13
0.091	THAP11
0.091	WWOX
0.091	SENP3
0.091	GRN
0.091	PNPO
0.091	DYNLL2
0.091	DHX40
0.091	SLC39A11
0.091	LDLRAD4
0.091	MOCS3
0.091	AD000671.3
0.091	PITPNB
0.09	NADK
0.09	PIK3CD-AS2
0.09	FBXO44
0.09	SCNM1
0.09	AIM2
0.09	QSOX1
0.09	NUCKS1
0.09	NSL1
0.09	TMEM177
0.09	DYNC1LI1
0.09	APPL1
0.09	PLK4
0.09	SETD7
0.09	MICA
0.09	CPSF4
0.09	ST7
0.09	CDK16
0.09	FGFR1
0.09	RAD23B
0.09	SNAPC4
0.09	SINHCAF
0.09	AC011603.2
0.09	FBXW8
0.09	TRIAP1
0.09	RILPL1
0.09	ESD
0.09	ANKS3
0.09	ATF7IP2
0.09	PALB2
0.09	GPT2
0.09	NUFIP2
0.09	OGFOD3
0.09	CRLS1
0.09	ARID3A
0.09	TMEM259
0.09	SF3A2
0.09	MAN2B1
0.09	LINC00662
0.09	CNOT3
0.089	KIAA2013
0.089	UBR4
0.089	ALG14
0.089	MRPS21
0.089	CREG1
0.089	ARV1
0.089	TRIM58
0.089	MRPL30
0.089	STK11IP
0.089	MRPL44
0.089	THUMPD3
0.089	PDCD6IP
0.089	XYLB
0.089	RBM5
0.089	GRK4
0.089	HPF1
0.089	AC092354.1
0.089	MCCC2
0.089	YTHDC2
0.089	RELL2
0.089	GABRB2
0.089	XPO5
0.089	UBE2H
0.089	ZNF777
0.089	RPP25L
0.089	DPM2
0.089	C9orf16
0.089	ENTR1
0.089	RPS6KA4
0.089	AKR1C3
0.089	EXOSC1
0.089	ERGIC2
0.089	SBNO1
0.089	CEP128
0.089	TEDC1
0.089	NOP10
0.089	ANP32A
0.089	KCTD5
0.089	SRR
0.089	FXR2
0.089	CEP131
0.089	RPRD1B
0.089	C19orf81
0.089	USP16
0.089	UBE2G2
0.088	DFFA
0.088	DNTTIP2
0.088	AC245595.1
0.088	NOL10
0.088	ADCY3
0.088	PPM1G
0.088	STARD7
0.088	PKP4
0.088	CCDC150
0.088	ATG4B
0.088	PROS1
0.088	C3orf33
0.088	RFC4
0.088	AL049543.1
0.088	RPS6KA2
0.088	NSUN5
0.088	CCDC22
0.088	PPP2CB
0.088	NUDCD1
0.088	EEF1D
0.088	SCRIB
0.088	DENND1A
0.088	GATD1
0.088	ATG2A
0.088	SART1
0.088	NUDT8
0.088	PARG
0.088	FAM149B1
0.088	M6PR
0.088	KMT5A
0.088	DDX55
0.088	FGF9
0.088	SUCLA2
0.088	LAMP1
0.088	ACTR10
